value;normdata_id;normdata_category;provider;docCount
"Göppingen";"";"";"Haus des Dokumentarfilms";"2"
"Göreme";"";"";"Haus des Dokumentarfilms";"1"
"Göring";"";"";"Haus des Dokumentarfilms";"2"
"Göring, Emmy";"";"";"Haus des Dokumentarfilms";"1"
"Göring, Hermann";"118540157";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Görwihl";"";"";"Haus des Dokumentarfilms";"5"
"Göschweiler";"";"";"Haus des Dokumentarfilms";"1"
"Göteborg";"";"";"Haus des Dokumentarfilms";"1"
"Götter";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Götter und Geister";"";"";"Technische Informationsbibliothek (TIB)";"5"
"Göttin";"4021474-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Güglingen";"";"";"Haus des Dokumentarfilms";"1"
"Gültig, Heinrich";"";"";"Haus des Dokumentarfilms";"2"
"Günzler, Rainer";"";"";"Haus des Dokumentarfilms";"1"
"HJ";"";"";"Haus des Dokumentarfilms";"15"
"Haareschneiden";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Haarlem";"";"";"Haus des Dokumentarfilms";"1"
"Habermas, Jürgen";"";"";"Haus des Dokumentarfilms";"1"
"Habgier";"4319611-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Hafen";"";"";"Haus des Dokumentarfilms";"45"
"Hafenarbeiter";"";"";"Haus des Dokumentarfilms";"1"
"Hafenrundfahrt";"";"";"Haus des Dokumentarfilms";"1"
"Haffkrug";"";"";"Haus des Dokumentarfilms";"1"
"Haflinger";"";"";"Haus des Dokumentarfilms";"1"
"Hagelloch";"";"";"Haus des Dokumentarfilms";"1"
"Hagemann, Peter";"1067688978";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hagnau";"";"";"Haus des Dokumentarfilms";"4"
"Hagnau am Bodensee";"";"";"Haus des Dokumentarfilms";"1"
"Hahn";"";"";"Haus des Dokumentarfilms";"1"
"Hahnweide";"";"";"Haus des Dokumentarfilms";"2"
"Haidach";"";"";"Haus des Dokumentarfilms";"4"
"Haidach-Schule";"";"";"Haus des Dokumentarfilms";"1"
"Haifa";"";"";"Haus des Dokumentarfilms";"2"
"Haigerloch";"";"";"Haus des Dokumentarfilms";"1"
"Haiti";"4022974-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Haiti";"7005502";"avefi:TGNResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hakenkreuz";"";"";"Haus des Dokumentarfilms";"7"
"Hakenkreuzflagge";"";"";"Haus des Dokumentarfilms";"2"
"Hall";"";"";"Haus des Dokumentarfilms";"1"
"Halle an der Saale";"";"";"Haus des Dokumentarfilms";"1"
"Hallenbad";"";"";"Haus des Dokumentarfilms";"3"
"Hallenhockey";"";"";"Haus des Dokumentarfilms";"1"
"Hallsta";"";"";"Haus des Dokumentarfilms";"3"
"Hallstatt";"";"";"Haus des Dokumentarfilms";"1"
"Halluzination";"4137656-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Hallwangen";"";"";"Haus des Dokumentarfilms";"1"
"Haltbarkeit";"";"";"Haus des Dokumentarfilms";"1"
"Hamburg";"";"";"Haus des Dokumentarfilms";"32"
"Hamburg-Reeperbahn";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Hamburg-St. Pauli";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hamburger Hafen";"";"";"Haus des Dokumentarfilms";"1"
"Hameln";"";"";"Haus des Dokumentarfilms";"1"
"Hammarskjöld, Dag";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hammerbach";"";"";"Haus des Dokumentarfilms";"1"
"Hammerfest";"";"";"Haus des Dokumentarfilms";"1"
"Hand";"";"";"Haus des Dokumentarfilms";"1"
"Handarbeit";"";"";"Haus des Dokumentarfilms";"3"
"Handball";"";"";"Haus des Dokumentarfilms";"3"
"Handel";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"4"
"Handel (Wirtschaft)";"4023222-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Handtrommel";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Handwerk";"";"";"Haus des Dokumentarfilms";"80"
"Handwerker";"";"";"Haus des Dokumentarfilms";"1"
"Handwerksmeister";"";"";"Haus des Dokumentarfilms";"1"
"Handzeichnung";"4127900-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hang-tschau-fu";"";"";"Haus des Dokumentarfilms";"1"
"Hangar";"";"";"Haus des Dokumentarfilms";"1"
"Hann. Münden";"";"";"Haus des Dokumentarfilms";"2"
"Hannover";"";"";"Haus des Dokumentarfilms";"11"
"Hannover-Messe";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hanoi";"";"";"Haus des Dokumentarfilms";"1"
"Hanomag";"";"";"Haus des Dokumentarfilms";"1"
"Hanover";"";"";"Haus des Dokumentarfilms";"1"
"Hans";"";"";"Haus des Dokumentarfilms";"1"
"Hanweiler";"";"";"Haus des Dokumentarfilms";"2"
"Harare";"";"";"Haus des Dokumentarfilms";"1"
"Harlem";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hart, Wolf";"";"";"Haus des Dokumentarfilms";"1"
"Hartfield";"";"";"Haus des Dokumentarfilms";"1"
"Hartmannsweilerkopf";"";"";"Haus des Dokumentarfilms";"1"
"Harz";"";"";"Haus des Dokumentarfilms";"8"
"Haslach";"";"";"Haus des Dokumentarfilms";"1"
"Hass";"4023606-7";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Hattingen";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hauffe, Dieter";"";"";"Haus des Dokumentarfilms";"1"
"Hauptbahnhof";"";"";"Haus des Dokumentarfilms";"4"
"Haus";"";"";"Haus des Dokumentarfilms";"15"
"Haus / Hausrat, Hausgerät";"";"";"Technische Informationsbibliothek (TIB)";"7"
"Haus / Kegeldachhaus";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Haus der Deutschen Kunst";"";"";"Haus des Dokumentarfilms";"1"
"Hausarbeit";"";"";"Haus des Dokumentarfilms";"3"
"Hausbau";"";"";"Haus des Dokumentarfilms";"10"
"Hausbesetzung";"4159226-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hausboot";"";"";"Haus des Dokumentarfilms";"1"
"Hausen ob. Lontal";"";"";"Haus des Dokumentarfilms";"1"
"Hauser, Erich";"";"";"Haus des Dokumentarfilms";"1"
"Hausfrau";"4023733-3";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Haushalt";"";"";"Haus des Dokumentarfilms";"7"
"Haushaltswaren";"";"";"Haus des Dokumentarfilms";"2"
"Hausherrenfest";"";"";"Haus des Dokumentarfilms";"1"
"Hausherrenfest Radolfzell";"";"";"Haus des Dokumentarfilms";"1"
"Haushälterin";"4159247-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hausmittel";"";"";"Haus des Dokumentarfilms";"1"
"Hausrat";"";"";"Technische Informationsbibliothek (TIB)";"7"
"Hausschlachtung";"";"";"Haus des Dokumentarfilms";"1"
"Haustier";"";"";"Haus des Dokumentarfilms";"3"
"Haustiere";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Havanna";"";"";"Haus des Dokumentarfilms";"1"
"Havel";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Havelland";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hawaii";"";"";"Haus des Dokumentarfilms";"2"
"Hechingen";"";"";"Haus des Dokumentarfilms";"2"
"Hegau";"";"";"Haus des Dokumentarfilms";"3"
"Hegne";"";"";"Haus des Dokumentarfilms";"1"
"Heidelberg";"";"";"Haus des Dokumentarfilms";"54"
"Heidelberger Bergbahn";"";"";"Haus des Dokumentarfilms";"1"
"Heidelberger Glockengießerei";"";"";"Haus des Dokumentarfilms";"1"
"Heidelberger Zoo";"";"";"Haus des Dokumentarfilms";"1"
"Heidenheim";"";"";"Haus des Dokumentarfilms";"41"
"Heidenheim an der Brenz";"";"";"Haus des Dokumentarfilms";"17"
"Heilanstalt Hohenlychen";"";"";"Haus des Dokumentarfilms";"1"
"Heilbad";"";"";"Haus des Dokumentarfilms";"2"
"Heilbehandlung";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Heilbronn";"";"";"Haus des Dokumentarfilms";"96"
"Heiler, Oskar";"";"";"Haus des Dokumentarfilms";"1"
"Heilige Elisabeth";"";"";"Haus des Dokumentarfilms";"1"
"Heiligenberg";"";"";"Haus des Dokumentarfilms";"1"
"Heiligenhafen";"4024049-6";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heiligenlegende";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Heilpflanze";"";"";"Haus des Dokumentarfilms";"1"
"Heilung";"";"";"Haus des Dokumentarfilms";"1"
"Heim";"4213713-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heimat";"4024105-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Heimatgeschichte";"";"";"Haus des Dokumentarfilms";"2"
"Heimattage";"";"";"Haus des Dokumentarfilms";"1"
"Heimattage Baden-Württemberg";"";"";"Haus des Dokumentarfilms";"1"
"Heimaturlaub";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heimatvertriebene";"";"";"Haus des Dokumentarfilms";"1"
"Heimatvertriebener";"";"";"Haus des Dokumentarfilms";"12"
"Heinemann, Gustav";"";"";"Haus des Dokumentarfilms";"1"
"Heinrich, Erich";"";"";"Haus des Dokumentarfilms";"1"
"Heirat";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Heiratsschwindler";"4159450-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heiratsschwindlerin";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heischen, Heischeumgang";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Heizkraft";"";"";"Haus des Dokumentarfilms";"1"
"Heizkraftwerk";"";"";"Haus des Dokumentarfilms";"2"
"Heizung";"";"";"Haus des Dokumentarfilms";"3"
"Heizungstechnik";"";"";"Haus des Dokumentarfilms";"4"
"Heißluftballon";"";"";"Haus des Dokumentarfilms";"3"
"Held";"4125655-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Held, Martin";"118710095";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heldenfingen";"";"";"Haus des Dokumentarfilms";"1"
"Helgoland";"";"";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Hellseher";"4113878-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Helmstedt";"";"";"Haus des Dokumentarfilms";"1"
"Helsingborg";"";"";"Haus des Dokumentarfilms";"1"
"Helsingfors";"";"";"Haus des Dokumentarfilms";"2"
"Helsinki";"";"";"Haus des Dokumentarfilms";"2"
"Hendaye";"";"";"Haus des Dokumentarfilms";"1"
"Hengstenberg";"";"";"Haus des Dokumentarfilms";"6"
"Henie, Sonia";"";"";"Haus des Dokumentarfilms";"1"
"Henkel";"";"";"Haus des Dokumentarfilms";"1"
"Herber, Maxi";"";"";"Haus des Dokumentarfilms";"1"
"Herbrechtingen";"";"";"Haus des Dokumentarfilms";"5"
"Herbst";"";"";"Haus des Dokumentarfilms";"6"
"Herdecke";"";"";"Haus des Dokumentarfilms";"1"
"Heringsdorf (Usedom)";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hermann";"";"";"Haus des Dokumentarfilms";"2"
"Hermannstadt";"";"";"Haus des Dokumentarfilms";"7"
"Hermaringen";"";"";"Haus des Dokumentarfilms";"1"
"Herrenberg";"";"";"Haus des Dokumentarfilms";"5"
"Herrschaftsformen";"";"";"Technische Informationsbibliothek (TIB)";"3"
"Herrscher";"4024600-0";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Herrscherin";"4127219-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Herstellung";"";"";"Haus des Dokumentarfilms";"4"
"Hessen";"";"";"Haus des Dokumentarfilms";"10"
"Hessigheim";"";"";"Haus des Dokumentarfilms";"2"
"Hessigheimer Felsengärten";"";"";"Haus des Dokumentarfilms";"1"
"Hetzkampagne";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heu";"";"";"Haus des Dokumentarfilms";"3"
"Heubach";"";"";"Haus des Dokumentarfilms";"1"
"Heuberg";"";"";"Haus des Dokumentarfilms";"1"
"Heuchlingen";"";"";"Haus des Dokumentarfilms";"2"
"Heuchstetten";"";"";"Haus des Dokumentarfilms";"1"
"Heuernte";"";"";"Haus des Dokumentarfilms";"3"
"Heuschrecken";"";"";"Haus des Dokumentarfilms";"1"
"Heuss, Theodor";"";"";"Haus des Dokumentarfilms";"5"
"Hexe";"4024799-5";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Hexerei";"";"";"Haus des Dokumentarfilms";"1"
"Heydrich, Reinhard";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heymann, Werner Richard";"11944111X";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heymann, Werner Richard";"ceb0d804bea1425793aa55d1bf810ab8";"avefi:FilmportalResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heß, Jochen";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Heß, Rudolf";"";"";"Haus des Dokumentarfilms";"2"
"Himalaya";"";"";"Haus des Dokumentarfilms";"1"
"Himmelfahrt";"";"";"Haus des Dokumentarfilms";"2"
"Himmelfahrt, Mariä (15.8.)";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hindelang";"";"";"Haus des Dokumentarfilms";"2"
"Hindenburg, Paul von";"";"";"Haus des Dokumentarfilms";"1"
"Hinrichtung";"4137805-2";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Hinterglasbilder / Elsaß";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hinterglasmalerei";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hinterzarten";"";"";"Haus des Dokumentarfilms";"2"
"Hiroshima";"";"";"Haus des Dokumentarfilms";"1"
"Hirsau";"";"";"Haus des Dokumentarfilms";"4"
"Hirsch";"";"";"Haus des Dokumentarfilms";"2"
"Hirschfeld, Magnus";"118815237";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hirschhorn";"";"";"Haus des Dokumentarfilms";"1"
"Hirschkäfer";"";"";"Haus des Dokumentarfilms";"1"
"Hirse";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hirsebier";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hirsebrei";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hirte";"";"";"Haus des Dokumentarfilms";"1"
"Hirth";"";"";"Haus des Dokumentarfilms";"1"
"Hirth, Wolf";"";"";"Haus des Dokumentarfilms";"15"
"Historikerin";"4333423-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hitler";"";"";"Haus des Dokumentarfilms";"1"
"Hitler, Adolf";"";"";"Haus des Dokumentarfilms";"15"
"Hitler-Jugend";"31334-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hitlerjugend";"";"";"Haus des Dokumentarfilms";"23"
"Hitlerjugend (HJ)";"";"";"Haus des Dokumentarfilms";"6"
"Hobby";"";"";"Haus des Dokumentarfilms";"1"
"Hochhaus";"4025210-3";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"3"
"Hochjochbahn";"";"";"Haus des Dokumentarfilms";"1"
"Hochkönigsburg";"";"";"Haus des Dokumentarfilms";"1"
"Hochschule";"";"";"Haus des Dokumentarfilms";"1"
"Hochschule für Gestaltung";"";"";"Haus des Dokumentarfilms";"1"
"Hochseilartist";"";"";"Haus des Dokumentarfilms";"1"
"Hochspannungsleitung";"";"";"Haus des Dokumentarfilms";"1"
"Hochwasser";"";"";"Haus des Dokumentarfilms";"13"
"Hochzeit";"";"";"Haus des Dokumentarfilms";"76"
"Hochzeitsbräuche";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hochzeitsfest";"";"";"Haus des Dokumentarfilms";"1"
"Hochzeitsreise";"";"";"Haus des Dokumentarfilms";"1"
"Hochzeitszug";"";"";"Haus des Dokumentarfilms";"1"
"Hockenheim";"";"";"Haus des Dokumentarfilms";"1"
"Hockenheimring";"";"";"Haus des Dokumentarfilms";"4"
"Hockey";"";"";"Haus des Dokumentarfilms";"1"
"Hofen";"";"";"Haus des Dokumentarfilms";"4"
"Hoffmann, Hans";"";"";"Haus des Dokumentarfilms";"2"
"Hoffnung";"4025493-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hofstetten";"";"";"Haus des Dokumentarfilms";"1"
"Hohe Tauern";"";"";"Haus des Dokumentarfilms";"1"
"Hohenasperg";"";"";"Haus des Dokumentarfilms";"3"
"Hohengeroldseck";"";"";"Haus des Dokumentarfilms";"1"
"Hohenheim";"";"";"Haus des Dokumentarfilms";"1"
"Hohenkrähen";"";"";"Haus des Dokumentarfilms";"1"
"Hohenlohe";"";"";"Haus des Dokumentarfilms";"9"
"Hohenlohekreis";"";"";"Haus des Dokumentarfilms";"12"
"Hohenlynchen";"";"";"Haus des Dokumentarfilms";"1"
"Hohenmemmingen";"";"";"Haus des Dokumentarfilms";"3"
"Hohenneufen";"";"";"Haus des Dokumentarfilms";"1"
"Hohenneuffen";"";"";"Haus des Dokumentarfilms";"6"
"Hohenrechberg";"";"";"Haus des Dokumentarfilms";"3"
"Hohenschwangau";"";"";"Haus des Dokumentarfilms";"2"
"Hohenschwanstein";"";"";"Haus des Dokumentarfilms";"1"
"Hohenstaufen";"";"";"Haus des Dokumentarfilms";"3"
"Hohentwiel";"";"";"Haus des Dokumentarfilms";"3"
"Hohenurach";"";"";"Haus des Dokumentarfilms";"3"
"Hohenwart";"";"";"Haus des Dokumentarfilms";"5"
"Hohenzollern";"";"";"Haus des Dokumentarfilms";"3"
"Hohkönigsburg";"";"";"Haus des Dokumentarfilms";"1"
"Holland";"";"";"Haus des Dokumentarfilms";"6"
"Holocaust";"4073091-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"4"
"Holz";"";"";"Haus des Dokumentarfilms";"17"
"Holzarbeiten";"";"";"Technische Informationsbibliothek (TIB)";"5"
"Holzbearbeitung";"";"";"Technische Informationsbibliothek (TIB)";"4"
"Holzelfingen";"";"";"Haus des Dokumentarfilms";"1"
"Holzfloß";"";"";"Haus des Dokumentarfilms";"1"
"Holzfäller";"";"";"Haus des Dokumentarfilms";"7"
"Holzhandel";"";"";"Haus des Dokumentarfilms";"1"
"Holzkohle";"";"";"Haus des Dokumentarfilms";"3"
"Holzofenbrot";"";"";"Haus des Dokumentarfilms";"1"
"Holzschnitzen";"";"";"Haus des Dokumentarfilms";"1"
"Holzschnitzer";"";"";"Haus des Dokumentarfilms";"1"
"Holzverarbeitung";"";"";"Haus des Dokumentarfilms";"3"
"Holzwirtschaft";"";"";"Haus des Dokumentarfilms";"7"
"Homophobie";"4688835-4";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Homosexualität";"";"";"Haus des Dokumentarfilms";"1"
"Homosexualität (männlich)";"4025798-8";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"7"
"Homosexualität (weiblich)";"4035432-5";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Honau";"";"";"Haus des Dokumentarfilms";"4"
"Hongkong";"4025822-1";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Hongkong";"7004542";"avefi:TGNResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Honolulu";"";"";"Haus des Dokumentarfilms";"3"
"Hooge";"";"";"Haus des Dokumentarfilms";"1"
"Hopfen am See";"";"";"Haus des Dokumentarfilms";"1"
"Horb am Neckar";"";"";"Haus des Dokumentarfilms";"1"
"Horgen";"";"";"Haus des Dokumentarfilms";"1"
"Horn";"";"";"Haus des Dokumentarfilms";"1"
"Hornberg";"";"";"Haus des Dokumentarfilms";"7"
"Hornisgrinde";"";"";"Haus des Dokumentarfilms";"1"
"Hornung, Martin";"";"";"Haus des Dokumentarfilms";"4"
"Horrheim";"";"";"Haus des Dokumentarfilms";"2"
"Hosenanzug";"";"";"Haus des Dokumentarfilms";"1"
"Hotel";"";"";"Haus des Dokumentarfilms";"11"
"Hotelzimmer";"";"";"Haus des Dokumentarfilms";"1"
"Hotzenwald";"";"";"Haus des Dokumentarfilms";"1"
"Hout Koenigsbourg";"";"";"Haus des Dokumentarfilms";"1"
"Hradisch";"";"";"Haus des Dokumentarfilms";"1"
"Huber, Walter";"";"";"Haus des Dokumentarfilms";"1"
"Hubschrauber";"";"";"Haus des Dokumentarfilms";"2"
"Hubschrauberflug";"";"";"Haus des Dokumentarfilms";"1"
"Huchenfeld";"";"";"Haus des Dokumentarfilms";"4"
"Hugsweier";"";"";"Haus des Dokumentarfilms";"4"
"Huhn";"";"";"Haus des Dokumentarfilms";"2"
"Huhnopfer";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Huillet, Danièle";"118554670";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Huillet, Danièle";"8379e7062d3045f2b4040514436548d0";"avefi:FilmportalResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hula Hoop Reifen";"";"";"Haus des Dokumentarfilms";"1"
"Humor";"";"";"Haus des Dokumentarfilms";"16"
"Hund";"";"";"Haus des Dokumentarfilms";"19"
"Hunger";"4026212-1";"avefi:GNDResource";"Haus des Dokumentarfilms, Deutsche Kinemathek - Museum für Film und Fernsehen";"5"
"Hunnen";"4026215-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Hunsrück";"";"";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Huronen";"4026229-7";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"1"
"Huste, Annemarie";"";"";"Haus des Dokumentarfilms";"4"
"Hut";"";"";"Haus des Dokumentarfilms, Technische Informationsbibliothek (TIB)";"2"
"Hutmacherin";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hygiene";"";"";"Haus des Dokumentarfilms";"1"
"Hygieneprodukt";"";"";"Haus des Dokumentarfilms";"1"
"Hypnose";"4026376-9";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Hähnle, Emilie Karoline";"";"";"Haus des Dokumentarfilms";"4"
"Hähnle, Hermann";"";"";"Haus des Dokumentarfilms";"8"
"Hähnle, Lina";"";"";"Haus des Dokumentarfilms";"5"
"Häkeln, Stricken, Flechten";"";"";"Technische Informationsbibliothek (TIB)";"2"
"Härtsfeld";"";"";"Haus des Dokumentarfilms";"2"
"Häuptling";"4158709-1";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Häusliche Gewalt";"4723056-3";"avefi:GNDResource";"Deutsche Kinemathek - Museum für Film und Fernsehen";"2"
"Häute";"";"";"Technische Informationsbibliothek (TIB)";"1"
"Hôtel de Ville";"";"";"Haus des Dokumentarfilms";"1"
"Höhenpark Killesberg";"";"";"Haus des Dokumentarfilms";"2"
"Höllental";"";"";"Haus des Dokumentarfilms";"2"
"Höllentalbahn";"";"";"Haus des Dokumentarfilms";"2"
"Hörfunk";"";"";"Haus des Dokumentarfilms";"3"
"Höri";"";"";"Haus des Dokumentarfilms";"1"
"Hüfingen";"";"";"Haus des Dokumentarfilms";"1"
"Hüfte";"";"";"Haus des Dokumentarfilms";"1"
"Hühnervogel";"";"";"Haus des Dokumentarfilms";"1"
"Hürben";"";"";"Haus des Dokumentarfilms";"1"
